cve,cvss_score,severity,severity_num,port,service,is_public,has_exploit,in_cisa_kev,in_exploitdb,attackVector,attackComplexity,privilegesRequired,userInteraction,gold_risk_score,source
CVE-2019-0195,9.8,CRITICAL,4,80,tapestry,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2016-10972,9.8,CRITICAL,4,3389,newspaper,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16366,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10071,9.8,CRITICAL,4,80,tapestry,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15741,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5481,9.8,CRITICAL,4,1521,communications_operations_monitor,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5482,9.8,CRITICAL,4,1521,communications_operations_monitor,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15131,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16239,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16378,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-7820,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-6837,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-6840,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16199,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2016-10995,9.8,CRITICAL,4,3389,telvolution,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16399,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-14254,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9677,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13550,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15301,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5066,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5067,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13558,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-11210,10.0,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-11211,9.9,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-3758,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-3689,5.1,MEDIUM,2,0,unknown,0,0,0,0,LOCAL,LOW,NONE,NONE,5.1,NVD
CVE-2019-15000,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-14914,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15088,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2016-11000,9.8,CRITICAL,4,3389,ultimate_exporter,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16642,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16644,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5521,9.6,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.6,NVD
CVE-2019-6649,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-6650,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16649,10.0,CRITICAL,4,443,x11ssl-f_firmware,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16650,10.0,CRITICAL,4,443,x11ssl-f_firmware,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16656,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-21018,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16692,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-16693,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-16694,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16695,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16696,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16702,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-16705,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16722,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-3416,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16377,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16746,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16748,9.8,CRITICAL,4,443,wolfssl,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16383,9.4,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-15699,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16410,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16411,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5504,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-5505,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16724,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-16759,9.8,CRITICAL,4,0,unknown,0,1,1,1,NETWORK,LOW,NONE,NONE,10.0,NVD+CISA_KEV+ExploitDB
CVE-2019-16868,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10417,9.9,CRITICAL,4,6443,kubernetes_pipeline,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-10418,9.9,CRITICAL,4,6443,kubernetes_pipeline,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-16194,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16880,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16881,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12204,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15067,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15068,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15069,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15941,9.8,CRITICAL,4,389,lemonldap\,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9435,9.8,CRITICAL,4,3389,oauth_server,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10082,9.1,CRITICAL,4,80,http_server,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16755,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16894,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-16915,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16920,9.8,CRITICAL,4,0,unknown,0,1,1,0,NETWORK,LOW,NONE,NONE,10.0,NVD+CISA_KEV
CVE-2019-8073,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-8074,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-11733,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-11734,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9301,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9365,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9459,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16928,9.8,CRITICAL,4,0,unknown,0,1,1,0,NETWORK,LOW,NONE,NONE,10.0,NVD+CISA_KEV
CVE-2019-3766,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16941,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16676,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16999,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17040,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10509,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10538,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10539,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10540,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16932,10.0,CRITICAL,4,3389,visualizer,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-2252,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-2294,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15940,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10431,9.9,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-15039,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-10202,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16942,9.8,CRITICAL,4,53,jackson-databind,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16943,9.8,CRITICAL,4,53,jackson-databind,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17067,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13335,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-14454,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13025,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13658,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10212,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-11929,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12157,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12630,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12736,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13957,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-10103,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-10105,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17113,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17132,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-17133,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16891,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17184,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17192,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17197,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17206,9.8,CRITICAL,4,6379,redis_wrapper,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17215,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17216,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17218,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17240,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-17266,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17267,9.8,CRITICAL,4,53,jackson-databind,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17269,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15746,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15748,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15751,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9450,9.8,CRITICAL,4,3389,plugmatter_optin_feature_box,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9451,9.8,CRITICAL,4,3389,plugmatter_optin_feature_box,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9452,9.8,CRITICAL,4,3389,nex-forms,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12811,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12812,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17041,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17042,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-21025,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-13336,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-21024,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17134,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10757,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-3980,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17362,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17354,9.4,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17373,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17382,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15859,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17124,9.8,CRITICAL,4,0,unknown,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-17383,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17399,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9535,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15019,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-15020,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-1584,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17415,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17426,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17072,9.8,CRITICAL,4,3389,contact_form_widget,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17429,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-1365,9.9,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-1372,10.0,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17320,9.8,CRITICAL,4,21,xftp,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9466,9.8,CRITICAL,4,3389,wti_like_post,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9467,9.8,CRITICAL,4,3389,broken_link_manager,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9471,9.8,CRITICAL,4,3389,zoomsounds,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2015-9479,9.8,CRITICAL,4,3389,acf_fronted_display,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17455,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-11526,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9531,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-9533,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17495,9.8,CRITICAL,4,1521,banking_apis,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17059,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2018-21027,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17506,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17508,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17509,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17510,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17531,9.8,CRITICAL,4,53,jackson-databind,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17539,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17542,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17544,9.1,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17545,9.8,CRITICAL,4,1521,spatial_and_graph,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17408,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17552,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17553,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17574,9.1,CRITICAL,4,3389,popup_maker,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17580,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-16278,9.8,CRITICAL,4,80,nostromo_nhttpd,1,1,1,1,NETWORK,LOW,NONE,NONE,10.0,NVD+CISA_KEV+ExploitDB
CVE-2017-14948,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-12941,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17195,9.8,CRITICAL,4,80,hadoop,1,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17600,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10759,9.9,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-10760,9.9,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-17397,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17355,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17394,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17396,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17398,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17601,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17602,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17395,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17613,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2016-11014,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17625,9.0,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,REQUIRED,9.0,NVD
CVE-2019-17626,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-10458,9.9,CRITICAL,4,0,unknown,0,0,0,0,NETWORK,LOW,LOW,NONE,9.9,NVD
CVE-2019-6334,9.8,CRITICAL,4,0,unknown,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-17662,9.8,CRITICAL,4,5900,thinvnc,0,1,0,1,NETWORK,LOW,NONE,NONE,10.0,NVD+ExploitDB
CVE-2019-2904,9.8,CRITICAL,4,1521,application_testing_suite,0,1,0,0,NETWORK,LOW,NONE,NONE,10.0,NVD
CVE-2019-3020,9.3,CRITICAL,4,1521,primavera_p6_enterprise_project_portfolio_management,0,1,0,0,NETWORK,LOW,NONE,REQUIRED,10.0,NVD
